Proprietary Name	NDC Package Code	Strength	Dosage Form	Route	Appl. No.	Labeler Name	Product NDC	Nonproprietary Name	Substance Name	Product Type Name	Start Marketing Date	End Marketing Date	Market Category	Package Description	Pharm Class	DEA	Sample Package	Listing Record Certified Through:
Diethylpropion Hydrochloride	71335-0175-6	25 mg/1	TABLET	ORAL	ANDA200177	Bryant Ranch Prepack	71335-0175	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/18/2011	N/A	ANDA	7 TABLET in 1 BOTTLE (71335-0175-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0175-9	25 mg/1	TABLET	ORAL	ANDA200177	Bryant Ranch Prepack	71335-0175	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/18/2011	N/A	ANDA	56 TABLET in 1 BOTTLE (71335-0175-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	63187-621-30	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	Proficient Rx LP	63187-621	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"30 TABLET, EXTENDED RELEASE in 1 BOTTLE (63187-621-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	71335-0049-4	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	Bryant Ranch Prepack	71335-0049	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"7 TABLET, EXTENDED RELEASE in 1 BOTTLE (71335-0049-4)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0049-5	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	Bryant Ranch Prepack	71335-0049	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"14 TABLET, EXTENDED RELEASE in 1 BOTTLE (71335-0049-5)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0049-8	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	Bryant Ranch Prepack	71335-0049	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"60 TABLET, EXTENDED RELEASE in 1 BOTTLE (71335-0049-8)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0175-3	25 mg/1	TABLET	ORAL	ANDA200177	Bryant Ranch Prepack	71335-0175	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/18/2011	N/A	ANDA	30 TABLET in 1 BOTTLE (71335-0175-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0049-1	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	Bryant Ranch Prepack	71335-0049	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"30 TABLET, EXTENDED RELEASE in 1 BOTTLE (71335-0049-1)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	43063-532-14	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	"PD-Rx Pharmaceuticals, Inc."	43063-532	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"14 TABLET, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (43063-532-14)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
DIETHYLPROPION HYDROCHLORIDE	50090-0327-3	25 mg/1	TABLET	ORAL	ANDA201212	A-S Medication Solutions	50090-0327	DIETHYLPROPION HYDROCHLORIDE	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/27/2010	N/A	ANDA	14 TABLET in 1 BOTTLE (50090-0327-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
DIETHYLPROPION HYDROCHLORIDE	43063-348-14	25 mg/1	TABLET	ORAL	ANDA201212	"PD-Rx Pharmaceuticals, Inc."	43063-348	DIETHYLPROPION HYDROCHLORIDE	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/27/2010	N/A	ANDA	"14 TABLET in 1 BOTTLE, PLASTIC (43063-348-14)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
DIETHYLPROPION HYDROCHLORIDE	43063-348-21	25 mg/1	TABLET	ORAL	ANDA201212	"PD-Rx Pharmaceuticals, Inc."	43063-348	DIETHYLPROPION HYDROCHLORIDE	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/27/2010	N/A	ANDA	"21 TABLET in 1 BOTTLE, PLASTIC (43063-348-21)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
DIETHYLPROPION HYDROCHLORIDE	43063-348-28	25 mg/1	TABLET	ORAL	ANDA201212	"PD-Rx Pharmaceuticals, Inc."	43063-348	DIETHYLPROPION HYDROCHLORIDE	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/27/2010	N/A	ANDA	"28 TABLET in 1 BOTTLE, PLASTIC (43063-348-28)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	50090-0120-5	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	A-S Medication Solutions	50090-0120	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"28 TABLET, EXTENDED RELEASE in 1 BOTTLE (50090-0120-5)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0049-2	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	Bryant Ranch Prepack	71335-0049	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"28 TABLET, EXTENDED RELEASE in 1 BOTTLE (71335-0049-2)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0049-6	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	Bryant Ranch Prepack	71335-0049	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"84 TABLET, EXTENDED RELEASE in 1 BOTTLE (71335-0049-6)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	63187-621-90	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	Proficient Rx LP	63187-621	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"90 TABLET, EXTENDED RELEASE in 1 BOTTLE (63187-621-90)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
DIETHYLPROPION HYDROCHLORIDE	43063-348-01	25 mg/1	TABLET	ORAL	ANDA201212	"PD-Rx Pharmaceuticals, Inc."	43063-348	DIETHYLPROPION HYDROCHLORIDE	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/27/2010	N/A	ANDA	"100 TABLET in 1 BOTTLE, PLASTIC (43063-348-01)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
DIETHYLPROPION HYDROCHLORIDE	43063-348-60	25 mg/1	TABLET	ORAL	ANDA201212	"PD-Rx Pharmaceuticals, Inc."	43063-348	DIETHYLPROPION HYDROCHLORIDE	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/27/2010	N/A	ANDA	"60 TABLET in 1 BOTTLE, PLASTIC (43063-348-60)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0175-7	25 mg/1	TABLET	ORAL	ANDA200177	Bryant Ranch Prepack	71335-0175	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/18/2011	N/A	ANDA	60 TABLET in 1 BOTTLE (71335-0175-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	71335-0175-8	25 mg/1	TABLET	ORAL	ANDA200177	Bryant Ranch Prepack	71335-0175	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/18/2011	N/A	ANDA	84 TABLET in 1 BOTTLE (71335-0175-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	0527-1475-01	25 mg/1	TABLET	ORAL	ANDA200177	"Lannett Company, Inc."	0527-1475	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/18/2011	N/A	ANDA	"100 TABLET in 1 BOTTLE, PLASTIC (0527-1475-01)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	0527-1477-01	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	"Lannett Company, Inc."	0527-1477	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"100 TABLET, EXTENDED RELEASE in 1 BOTTLE (0527-1477-01)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	0527-1477-25	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	"Lannett Company, Inc."	0527-1477	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"250 TABLET, EXTENDED RELEASE in 1 BOTTLE (0527-1477-25)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	50090-0120-0	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	A-S Medication Solutions	50090-0120	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/24/2011	N/A	ANDA	"30 TABLET, EXTENDED RELEASE in 1 BOTTLE (50090-0120-0)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	63187-947-30	25 mg/1	TABLET	ORAL	ANDA200177	Proficient Rx LP	63187-947	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/18/2011	N/A	ANDA	"30 TABLET in 1 BOTTLE, PLASTIC (63187-947-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	68788-9423-1	75 mg/1	"TABLET, EXTENDED RELEASE"	ORAL	ANDA091680	"Preferred Pharmaceuticals, Inc."	68788-9423	Diethylpropion Hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/29/2014	N/A	ANDA	"14 TABLET, EXTENDED RELEASE in 1 BOTTLE (68788-9423-1)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Diethylpropion Hydrochloride	12634-530-00	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	10 TABLET in 1 BOTTLE (12634-530-00)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-01	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	100 TABLET in 1 BOTTLE (12634-530-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-09	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	35 TABLET in 1 BOTTLE (12634-530-09)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-12	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	120 TABLET in 1 BOTTLE (12634-530-12)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-18	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	180 TABLET in 1 BOTTLE (12634-530-18)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-40	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	40 TABLET in 1 BOTTLE (12634-530-40)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-42	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	42 TABLET in 1 BOTTLE (12634-530-42)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-45	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	45 TABLET in 1 BOTTLE (12634-530-45)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-50	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	50 TABLET in 1 BOTTLE (12634-530-50)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-52	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	12 TABLET in 1 BLISTER PACK (12634-530-52)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-54	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	14 TABLET in 1 BLISTER PACK (12634-530-54)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-57	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	20 TABLET in 1 BLISTER PACK (12634-530-57)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-59	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	30 TABLET in 1 BLISTER PACK (12634-530-59)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-60	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	60 TABLET in 1 BOTTLE (12634-530-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-61	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	10 TABLET in 1 BLISTER PACK (12634-530-61)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-63	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	3 TABLET in 1 BLISTER PACK (12634-530-63)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-66	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	6 TABLET in 1 BLISTER PACK (12634-530-66)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-67	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	7 TABLET in 1 BLISTER PACK (12634-530-67)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-69	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	9 TABLET in 1 BLISTER PACK (12634-530-69)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-71	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	30 TABLET in 1 BOTTLE (12634-530-71)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-74	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	24 TABLET in 1 BOTTLE (12634-530-74)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-78	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	28 TABLET in 1 BOTTLE (12634-530-78)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-79	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	25 TABLET in 1 BOTTLE (12634-530-79)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-80	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	20 TABLET in 1 BOTTLE (12634-530-80)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-81	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	21 TABLET in 1 BOTTLE (12634-530-81)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-82	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	12 TABLET in 1 BOTTLE (12634-530-82)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-84	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	14 TABLET in 1 BOTTLE (12634-530-84)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-85	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	15 TABLET in 1 BOTTLE (12634-530-85)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-90	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	90 TABLET in 1 BOTTLE (12634-530-90)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-91	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	1 TABLET in 1 BLISTER PACK (12634-530-91)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-92	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	2 TABLET in 1 BOTTLE (12634-530-92)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Diethylpropion Hydrochloride	12634-530-93	25 mg/1	TABLET	ORAL	NDA011722	Apotheca Inc.	12634-530	Diethylpropion hydrochloride	DIETHYLPROPION HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/1959	N/A	NDA	3 TABLET in 1 BOTTLE (12634-530-93)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
